standardized_state,state_name,record_type,source_name,coverage_scope,court_level,refresh_date,record_count
UT,Utah,ARREST,Utah Arrest,Tooele County,N/A,2025-07-26,466
UT,Utah,COURT,Utah Administrative Office Of The Courts,Duchesne,COUNTY,2025-07-16,116435
UT,Utah,ARREST,Salt Lake County,Salt Lake,N/A,2025-07-07,1044097
UT,Utah,SOR,Utah Sex Offender Registry,STATEWIDE,N/A,2025-07-28,11889
UT,Utah,ARREST,Davis County,STATEWIDE,N/A,2024-05-02,12632
UT,Utah,ARREST,Garfield County,Garfield,N/A,2024-05-02,1129
UT,Utah,ARREST,Beaver County,STATEWIDE,N/A,2025-07-07,780
UT,Utah,ARREST,Iron County,Iron,N/A,2025-07-07,29114
UT,Utah,ARREST,Utah Arrest,Weber County,N/A,2025-07-26,1643
UT,Utah,ARREST,Weber County Sheriffs Office,STATEWIDE,N/A,2024-07-30,545
UT,Utah,ARREST,Morgan County,Morgan,N/A,2024-05-02,21052
UT,Utah,COURT,Utah Administrative Office Of The Courts,Juab,COUNTY,2025-04-11,26518
UT,Utah,COURT,Utah Administrative Office Of The Courts,Sevier,COUNTY,2025-07-16,40514
UT,Utah,COURT,Utah Administrative Office Of The Courts,San Juan,COUNTY,2025-07-16,16908
UT,Utah,COURT,Utah Administrative Office Of The Courts,Box Elder,COUNTY,2025-07-16,79480
UT,Utah,COURT,Utah Administrative Office Of The Courts,Tooele,COUNTY,2025-04-11,65573
UT,Utah,COURT,Utah Administrative Office Of The Courts,Weber,COUNTY,2025-04-11,883417
UT,Utah,COURT,Utah Administrative Office Of The Courts,Davis,COUNTY,2025-07-16,924213
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Clarke County,COUNTY,2025-04-11,87603
VA,Virginia,ARREST,Richmond County,Richmond,N/A,2025-02-04,17583
VA,Virginia,ARREST,Russell County,STATEWIDE,N/A,2024-05-02,258
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Fauquier County,COUNTY,2025-04-11,71324
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Suffolk City,COUNTY,2025-04-11,343113
VA,Virginia,ARREST,Scott County,Scott,N/A,2025-07-07,21456
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Charles City,COUNTY,2025-04-11,31615
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Mecklenburg,COUNTY,2024-05-02,281444
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Russell,COUNTY,2025-04-11,134367
VA,Virginia,ARREST,Smyth County,STATEWIDE,N/A,2024-05-02,388
VA,Virginia,ARREST,Rappahannock County,Rappahannock,N/A,2025-07-07,125764
VA,Virginia,ARREST,Virginia Arrest,Bland County,N/A,2025-07-26,982
VA,Virginia,ARREST,Campbell County,STATEWIDE,N/A,2024-05-02,976
VA,Virginia,ARREST,Southwest Regional Jail,STATEWIDE,N/A,2024-05-02,4029
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Floyd,COUNTY,2025-04-11,39012
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Fredericksburg City,COUNTY,2025-04-11,281200
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Brunswick,COUNTY,2025-04-11,303920
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Montgomery,COUNTY,2025-04-11,465876
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Chesterfield,COUNTY,2025-04-11,1278777
VA,Virginia,ARREST,Virginia Arrest,Williamsburg City,N/A,2025-07-26,321
VA,Virginia,ARREST,Portsmouth County,Portsmouth City,N/A,2024-05-02,51655
VA,Virginia,ARREST,Arrest/Us/National/Arrests,Henrico County,N/A,2025-08-04,184
VA,Virginia,ARREST,Johnson County,STATEWIDE,N/A,2025-02-24,1
VA,Virginia,ARREST,Arrest/Us/National/Arrests,Virginia Beach City,N/A,2025-08-04,266
VA,Virginia,ARREST,Virginia Arrest,Rappahannock County,N/A,2025-07-26,177
VA,Virginia,ARREST,Bedford County,Bedford,N/A,2025-07-07,45729
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Stafford,COUNTY,2025-04-11,497255
VA,Virginia,ARREST,Virginia Arrest,Frederick County,N/A,2025-07-26,511
VA,Virginia,ARREST,Arrest/Us/National/Arrests,Pulaski County,N/A,2025-08-04,137
VA,Virginia,ARREST,Western Tidewater,STATEWIDE,N/A,2024-05-02,89
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Prince William,COUNTY,2025-04-11,1612887
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Lunenburg,COUNTY,2025-04-11,47614
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Charlottesville City,COUNTY,2025-04-11,234258
VA,Virginia,ARREST,Athens County,STATEWIDE,N/A,2025-02-24,1
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Franklin,COUNTY,2025-04-11,257498
VA,Virginia,ARREST,Virginia Arrest,Staunton City,N/A,2025-07-26,287
VA,Virginia,ARREST,Amherst County,STATEWIDE,N/A,2024-05-02,962
VA,Virginia,ARREST,Tazewell County,STATEWIDE,N/A,2024-05-02,916
VA,Virginia,SOR,Virginia Sex Offender Registry,STATEWIDE,N/A,2025-08-04,110317
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Roanoke City,COUNTY,2025-04-11,777289
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Roanoke,COUNTY,2025-04-11,512329
VA,Virginia,ARREST,Ada County,STATEWIDE,N/A,2025-02-24,3
VA,Virginia,ARREST,Arrest/Us/National/Arrests,Bedford County,N/A,2025-08-04,227
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Shenandoah,COUNTY,2024-05-02,212702
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Wise,COUNTY,2025-04-11,254864
VA,Virginia,ARREST,Virginia Arrest,Campbell County,N/A,2025-07-26,160
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Tazewell,COUNTY,2025-04-11,268362
VA,Virginia,ARREST,Roanoke County,Roanoke,N/A,2025-07-07,51442
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Madison,COUNTY,2025-04-11,116926
VA,Virginia,ARREST,Henrico County,STATEWIDE,N/A,2024-05-02,645
VA,Virginia,ARREST,Fauquier County,Fauquier,N/A,2025-07-07,6477
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Rockingham County,COUNTY,2025-04-11,25595
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Bedford,COUNTY,2024-05-02,183454
VA,Virginia,ARREST,Virginia Arrest,Henry County,N/A,2025-07-26,61
VA,Virginia,ARREST,Virginia Arrest,Harrisonburg City,N/A,2025-07-26,213
VA,Virginia,ARREST,Virginia Arrest,Rockbridge County,N/A,2025-07-26,310
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,King And Queen,COUNTY,2025-04-11,79248
VA,Virginia,ARREST,Richmond County,Richmond,N/A,2025-07-07,2861
VA,Virginia,ARREST,Arrest/Us/National/Arrests,Arlington County,N/A,2025-08-04,156
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Augusta,COUNTY,2025-04-11,283729
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Arlington,COUNTY,2025-04-11,1328296
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Chesapeak City,COUNTY,2025-04-11,1406096
VA,Virginia,ARREST,Dawson County,STATEWIDE,N/A,2025-02-24,1
VA,Virginia,ARREST,Norfolk County,Norfolk City,N/A,2024-12-27,57990
VA,Virginia,ARREST,Rsw Regional Jail,STATEWIDE,N/A,2024-05-02,5071
VA,Virginia,ARREST,Wise County,STATEWIDE,N/A,2024-05-02,786
VA,Virginia,ARREST,Scott County,STATEWIDE,N/A,2024-05-02,587
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Pulaski,COUNTY,2025-04-11,249278
VA,Virginia,ARREST,Rappahannock County,STATEWIDE,N/A,2024-05-02,702
VA,Virginia,ARREST,Virginia Arrest,Wise County,N/A,2025-07-26,1558
VA,Virginia,ARREST,Hanover County,Hanover,N/A,2025-07-07,152045
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Spotsylvania,COUNTY,2025-04-11,423520
VA,Virginia,ARREST,Charlotte County,STATEWIDE,N/A,2024-05-02,203
VA,Virginia,ARREST,Harrisonburg County,STATEWIDE,N/A,2025-07-07,1934
VA,Virginia,ARREST,Lee County,STATEWIDE,N/A,2024-05-02,383
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Bristol City,COUNTY,2025-01-15,191189
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Williamsburg City / James City,COUNTY,2025-04-11,324792
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Rockbridge,COUNTY,2025-04-11,248274
VA,Virginia,ARREST,Bladen County,STATEWIDE,N/A,2025-02-24,1
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Falls Church City,COUNTY,2025-04-11,111321
VA,Virginia,ARREST,Virginia Arrest,Scott County,N/A,2025-07-26,1126
VA,Virginia,ARREST,Arrest/Us/National/Arrests,Hanover County,N/A,2025-08-04,132
VA,Virginia,ARREST,Buchanan County,Buchanan,N/A,2025-07-07,20519
VA,Virginia,ARREST,Virginia Beach County,Virginia Beach City,N/A,2025-07-07,139667
VA,Virginia,ARREST,Henrico County,Henrico,N/A,2025-07-07,87312
VA,Virginia,ARREST,Arrest/Us/National/Arrests,Roanoke County,N/A,2025-08-04,110
VA,Virginia,ARREST,Lynchburg County,Lynchburg City,N/A,2025-07-07,99043
VA,Virginia,ARREST,Poquoson County,STATEWIDE,N/A,2025-07-07,2417
VA,Virginia,ARREST,Rockbridge County,STATEWIDE,N/A,2025-07-07,3171
VA,Virginia,ARREST,Warren County,STATEWIDE,N/A,2025-07-07,5421
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Fauquier,COUNTY,2024-05-02,321293
VA,Virginia,ARREST,York County,STATEWIDE,N/A,2025-03-09,3333
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Salem City,COUNTY,2025-04-11,128738
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Richmond,COUNTY,2025-04-11,519
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Orange,COUNTY,2025-04-11,144861
VA,Virginia,ARREST,Virginia Arrest,Waynesboro City,N/A,2025-07-26,270
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Cumberland,COUNTY,2025-04-11,59015
VA,Virginia,DOC,Virginia Department Of Corrections - Parole,STATEWIDE,N/A,2024-05-02,2897
VA,Virginia,ARREST,Virginia Arrest,Richmond County,N/A,2025-07-26,1172
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Southampton,COUNTY,2025-04-11,259328
VA,Virginia,ARREST,Hanover County,STATEWIDE,N/A,2024-05-02,1011
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Northampton,COUNTY,2025-04-11,215376
VA,Virginia,ARREST,Norfolk County,STATEWIDE,N/A,2024-05-02,697
VA,Virginia,ARREST,Charles City County,Charles City,N/A,2025-07-07,19089
VA,Virginia,ARREST,Franklin County,Franklin,N/A,2024-05-02,5502
VA,Virginia,ARREST,Chesapeake County,Chesapeak City,N/A,2025-07-07,35298
VA,Virginia,ARREST,Lee County,Lee,N/A,2025-07-07,4328
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Albemarle,COUNTY,2025-04-11,315263
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Bedford County,COUNTY,2025-04-11,26832
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Waynesboro City,COUNTY,2025-04-11,102513
VA,Virginia,ARREST,Virginia Arrest,Shenandoah County,N/A,2025-07-26,371
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Shenandoah County,COUNTY,2025-04-11,42396
VA,Virginia,ARREST,Clarke County,STATEWIDE,N/A,2025-07-07,883
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Buchanan County,COUNTY,2025-04-11,120184
VA,Virginia,ARREST,Virginia Arrest,Virginia Beach City,N/A,2025-07-26,2825
VA,Virginia,ARREST,Hennepin County,STATEWIDE,N/A,2025-02-24,1
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Caroll,COUNTY,2025-04-11,210377
VA,Virginia,ARREST,Williamsburg County,STATEWIDE,N/A,2024-05-02,688
VA,Virginia,ARREST,Lubbock County,STATEWIDE,N/A,2025-03-09,1
VA,Virginia,ARREST,Washington County,Washington,N/A,2025-07-07,33250
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Nelson,COUNTY,2025-04-11,81753
VA,Virginia,ARREST,Buchanan County,STATEWIDE,N/A,2024-05-02,342
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Winchester City,COUNTY,2025-04-11,189375
VA,Virginia,WARRANT,Va Chesapeake County Most Wanted,STATEWIDE,N/A,2024-05-02,79
VA,Virginia,ARREST,Pinal County,STATEWIDE,N/A,2025-03-09,1
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Page,COUNTY,2025-04-11,120352
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Goochland County,COUNTY,2025-04-11,132182
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Greensville County,COUNTY,2025-04-11,47957
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Charlotte,COUNTY,2025-04-11,75921
VA,Virginia,ARREST,Clinton County,STATEWIDE,N/A,2025-03-09,2
VA,Virginia,ARREST,Virginia Arrest,York County,N/A,2025-07-26,436
VA,Virginia,ARREST,Cochise County,STATEWIDE,N/A,2025-03-09,1
VA,Virginia,ARREST,Virginia Arrest,STATEWIDE,N/A,2025-05-15,13970
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Henry,COUNTY,2025-04-11,206134
VA,Virginia,ARREST,Osceola County,STATEWIDE,N/A,2025-03-09,3
VA,Virginia,ARREST,Arrest/Us/National/Arrests,Halifax County,N/A,2025-08-04,230
VA,Virginia,ARREST,Portsmouth Police Department,Portsmouth City,N/A,2024-05-02,1603
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Lancaster,COUNTY,2025-04-11,50289
VA,Virginia,ARREST,Riverside Regional Jail,STATEWIDE,N/A,2024-05-02,22102
VA,Virginia,ARREST,Maricopa County,STATEWIDE,N/A,2025-03-09,1
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Dinwiddie County,COUNTY,2025-04-11,37826
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Loudoun,COUNTY,2025-04-11,844100
VA,Virginia,ARREST,Broward County,STATEWIDE,N/A,2025-03-09,1
VA,Virginia,ARREST,Middlesex County,STATEWIDE,N/A,2025-07-07,3946
VA,Virginia,ARREST,Williamsburg County,Williamsburg City,N/A,2025-03-09,14257
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Accomack,COUNTY,2025-04-11,191380
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Nottoway,COUNTY,2025-04-11,92613
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Portsmouth City,COUNTY,2025-04-11,668854
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Richmond,COUNTY,2025-04-11,66648
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Colonial Heights City,COUNTY,2024-05-02,163324
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Prince Edward,COUNTY,2025-04-11,163271
VA,Virginia,ARREST,Virginia Arrest,Poquoson City,N/A,2025-07-26,243
VA,Virginia,ARREST,Virginia Arrest,Charles City County,N/A,2025-07-26,1917
VA,Virginia,ARREST,Virginia Arrest,Brunswick County,N/A,2025-07-26,430
VA,Virginia,ARREST,Bland County,Bland,N/A,2025-07-07,11521
VA,Virginia,ARREST,Virginia Arrest,Halifax County,N/A,2025-07-26,427
VA,Virginia,ARREST,Meherrin River Regional Jail,STATEWIDE,N/A,2024-05-02,352
VA,Virginia,ARREST,Baxter County,STATEWIDE,N/A,2025-03-09,3
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Amelia,COUNTY,2025-04-11,74293
VA,Virginia,ARREST,Grayson County,STATEWIDE,N/A,2025-07-07,17205
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Pittsylvania,COUNTY,2025-04-11,216191
VA,Virginia,ARREST,Middle Peninsula Regional Jail,STATEWIDE,N/A,2024-05-02,4614
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Frederick,COUNTY,2024-05-02,248596
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Bland County,COUNTY,2025-04-11,131957
VA,Virginia,ARREST,Duval County,STATEWIDE,N/A,2025-02-24,1
VA,Virginia,ARREST,Augusta County,STATEWIDE,N/A,2025-03-09,3707
VA,Virginia,ARREST,James City County,STATEWIDE,N/A,2025-07-07,3635
VA,Virginia,ARREST,Middle River,STATEWIDE,N/A,2024-05-02,514
VA,Virginia,ARREST,Virginia Arrest,Hanover County,N/A,2025-07-26,1025
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Gloucester County,COUNTY,2025-04-11,164467
VA,Virginia,ARREST,Northwestern Regional Jail,STATEWIDE,N/A,2024-05-02,2666
VA,Virginia,ARREST,Henry County,STATEWIDE,N/A,2025-07-07,1379
VA,Virginia,ARREST,Wise County,Wise,N/A,2025-03-09,19840
VA,Virginia,ARREST,Dickenson County,Dickenson,N/A,2025-07-07,19221
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Patrick,COUNTY,2025-04-11,57218
VA,Virginia,ARREST,Arrest/Us/National/Arrests,Rappahannock County,N/A,2025-08-04,67
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Staunton City,COUNTY,2025-04-11,148926
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,York / Poquoson City,COUNTY,2025-04-11,12705
VA,Virginia,ARREST,Virginia Arrest,Rockingham County,N/A,2025-07-26,208
VA,Virginia,ARREST,Lynchburg County,STATEWIDE,N/A,2024-05-02,183
VA,Virginia,ARREST,Bell County,STATEWIDE,N/A,2025-02-24,1
VA,Virginia,ARREST,Virginia Arrest,Buchanan County,N/A,2025-07-26,1550
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,York,COUNTY,2025-04-11,264082
VA,Virginia,ARREST,Rockbridge Regional Jail,Rockbridge,N/A,2024-05-02,7926
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Norfolk City,COUNTY,2025-04-11,1408887
VA,Virginia,ARREST,Okaloosa County,STATEWIDE,N/A,2025-03-09,1
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Smyth,COUNTY,2025-04-11,210819
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Washington,COUNTY,2025-04-11,293464
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Sussex,COUNTY,2025-04-11,315000
VA,Virginia,ARREST,Desoto County,STATEWIDE,N/A,2025-03-09,3
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Frederick County,COUNTY,2025-04-11,73131
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Wise / Norton City,COUNTY,2025-04-11,20764
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Grayson County,COUNTY,2025-04-11,53697
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Rappahannock,COUNTY,2025-04-11,59916
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Botetourt,COUNTY,2025-04-11,274712
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Bristol City,COUNTY,2025-04-11,730
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Wythe,COUNTY,2025-04-11,440114
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Newport News City,COUNTY,2025-04-11,936138
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Louisa,COUNTY,2025-04-11,150914
VA,Virginia,ARREST,New Hanover County,STATEWIDE,N/A,2025-02-24,1
VA,Virginia,ARREST,Stafford County,Stafford,N/A,2025-03-09,34679
VA,Virginia,ARREST,Morgan County,STATEWIDE,N/A,2025-02-24,2
VA,Virginia,ARREST,Virginia Arrest,Arlington County,N/A,2025-07-26,1392
VA,Virginia,ARREST,Spartanburg County,STATEWIDE,N/A,2025-03-09,2
VA,Virginia,ARREST,Virginia Arrest,Suffolk City,N/A,2025-07-26,978
VA,Virginia,ARREST,Campbell County,Campbell,N/A,2025-07-07,54505
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Halifax County,COUNTY,2025-04-11,161205
VA,Virginia,ARREST,Virginia Arrest,Dickenson County,N/A,2025-07-26,1126
VA,Virginia,ARREST,Arrest/Us/National/Arrests,Campbell County,N/A,2025-08-04,228
VA,Virginia,ARREST,New River Valley Regional Jail,STATEWIDE,N/A,2024-05-02,11781
VA,Virginia,ARREST,Suffolk County,Suffolk City,N/A,2025-03-09,30092
VA,Virginia,ARREST,Virginia Arrest,Winchester City,N/A,2025-07-26,429
VA,Virginia,ARREST,Arrest/Us/National/Arrests,Chesapeake City,N/A,2025-08-04,148
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,New Kent,COUNTY,2025-04-11,184505
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Middlesex,COUNTY,2025-04-11,45683
VA,Virginia,ARREST,Virginia Arrest,Washington County,N/A,2025-07-26,1560
VA,Virginia,ARREST,Page County,STATEWIDE,N/A,2024-05-02,267
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Bath County,COUNTY,2025-04-11,29877
VA,Virginia,ARREST,Volusia County,STATEWIDE,N/A,2025-02-24,1
VA,Virginia,ARREST,Western Virginia Regional Jail,STATEWIDE,N/A,2024-05-02,10395
VA,Virginia,ARREST,Virginia Arrest,Smyth County,N/A,2025-07-26,1553
VA,Virginia,ARREST,Dickenson County,STATEWIDE,N/A,2024-05-02,142
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Scott,COUNTY,2025-04-11,144841
VA,Virginia,WARRANT,Va Newport City Warrant,Newport News City,N/A,2024-05-02,14999
VA,Virginia,ARREST,Virginia Arrest,Fauquier County,N/A,2025-07-26,146
VA,Virginia,ARREST,Waynesboro County,STATEWIDE,N/A,2025-07-07,2734
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Greensville,COUNTY,2024-05-02,557067
VA,Virginia,ARREST,Brevard County,STATEWIDE,N/A,2025-03-09,8
VA,Virginia,ARREST,Russell County,Russell,N/A,2025-07-07,19961
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,King George,COUNTY,2025-04-11,149275
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Richmond City,COUNTY,2025-04-11,1561252
VA,Virginia,ARREST,Virginia Arrest,Warren County,N/A,2025-07-26,379
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Powhatan,COUNTY,2025-04-11,85437
VA,Virginia,ARREST,Shenandoah County,STATEWIDE,N/A,2025-07-07,4315
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Appomattox,COUNTY,2025-04-11,76751
VA,Virginia,ARREST,Virginia Arrest,James City County,N/A,2025-07-26,291
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Henrico,COUNTY,2025-04-11,1286708
VA,Virginia,ARREST,Uncategorized,STATEWIDE,N/A,2024-05-02,36030
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Westmoreland,COUNTY,2025-04-11,77047
VA,Virginia,ARREST,Virginia Arrest,Bedford County,N/A,2025-07-26,155
VA,Virginia,ARREST,Arlington County,STATEWIDE,N/A,2024-05-02,627
VA,Virginia,ARREST,Smyth County,Smyth,N/A,2025-07-07,20300
VA,Virginia,ARREST,Rappahannock Regional Jail,Rappahannock,N/A,2024-05-02,6036
VA,Virginia,ARREST,Frederick County,Frederick,N/A,2025-07-07,8980
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Dinwiddie,COUNTY,2024-05-02,209457
VA,Virginia,SOR,Virginia Sex Offender Registry,STATEWIDE,N/A,2024-05-02,43026
VA,Virginia,SOR,Virginia Sex Offender Registry,STATEWIDE,N/A,2024-05-02,225
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Caroline,COUNTY,2025-04-11,287499
VA,Virginia,SOR,Virginia Sex Offender Registry,STATEWIDE,N/A,2025-03-02,34171
VA,Virginia,ARREST,Escambia County,STATEWIDE,N/A,2025-03-09,1
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Essex,COUNTY,2025-04-11,163168
VA,Virginia,ARREST,Virginia Arrest,Clarke County,N/A,2025-07-26,124
VA,Virginia,ARREST,Virginia Arrest,Charlottesville City,N/A,2025-07-26,574
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Mathews,COUNTY,2024-05-02,15222
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Fairfax,COUNTY,2025-04-11,3035613
VA,Virginia,ARREST,Halifax County,Halifax,N/A,2025-07-07,44844
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Alexandria City,COUNTY,2025-04-11,531088
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Martinsville City,COUNTY,2025-04-11,121877
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Prince George,COUNTY,2025-04-11,306432
VA,Virginia,ARREST,Tazewell County,Tazewell,N/A,2025-07-07,23712
VA,Virginia,ARREST,Virginia Arrest,Augusta County,N/A,2025-07-26,307
VA,Virginia,ARREST,Virginia Peninsula Regional Jail,STATEWIDE,N/A,2024-05-02,446
VA,Virginia,ARREST,Delaware County,STATEWIDE,N/A,2025-03-09,1
VA,Virginia,ARREST,Bedford County,STATEWIDE,N/A,2024-05-02,992
VA,Virginia,WARRANT,Va Richmond Pd County Most Wanted,STATEWIDE,N/A,2024-05-02,28
VA,Virginia,ARREST,Virginia Arrest,Botetourt County,N/A,2025-07-26,102
VA,Virginia,ARREST,Brunswick County,STATEWIDE,N/A,2025-07-07,2469
VA,Virginia,ARREST,Virginia Arrest,Middlesex County,N/A,2025-07-26,470
VA,Virginia,ARREST,Arrest/Us/National/Arrests,Williamsburg City,N/A,2025-08-04,76
VA,Virginia,ARREST,Virginia Arrest,Henrico County,N/A,2025-07-26,1647
VA,Virginia,ARREST,Hampton,STATEWIDE,N/A,2024-05-02,362
VA,Virginia,ARREST,Buncombe County,STATEWIDE,N/A,2025-02-24,1
VA,Virginia,ARREST,Cobb County,STATEWIDE,N/A,2025-03-09,2
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Hopewell City,COUNTY,2025-04-11,129519
VA,Virginia,ARREST,Virginia Arrest,Amherst County,N/A,2025-07-26,518
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Highland,COUNTY,2025-04-11,17211
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Warren,COUNTY,2025-04-11,187970
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Amherst,COUNTY,2025-04-11,140046
VA,Virginia,WARRANT,Va Washington Warrant,Washington,N/A,2024-05-02,4511
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Buena Vista City,COUNTY,2025-04-11,34933
VA,Virginia,ARREST,Roanoke County,STATEWIDE,N/A,2024-05-02,1191
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Lynchburg City,COUNTY,2025-04-11,421693
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Hampton City,COUNTY,2025-04-11,864998
VA,Virginia,ARREST,Champaign County,STATEWIDE,N/A,2025-02-24,1
VA,Virginia,ARREST,Montgomery County,Montgomery,N/A,2024-05-02,6568
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Isle Of Wight,COUNTY,2025-04-11,168560
VA,Virginia,ARREST,Greenville County,STATEWIDE,N/A,2025-03-09,2
VA,Virginia,ARREST,Charlottesville County,STATEWIDE,N/A,2025-07-07,3577
VA,Virginia,ARREST,Danville Pd,STATEWIDE,N/A,2024-05-02,300
